Complaint ID,Product,Issue,Company,Company response,Timely response?,Consumer disputed?,Day received,Response time
1256617,Mortgage,"Loan modification,collection,foreclosure",Ocwen,Closed with explanation,1,0,56,6
1256618,Mortgage,"Loan servicing, payments, escrow account",JPMorgan Chase,In progress,1,0,56,6
1256620,Credit reporting,Unable to get credit report/credit score,TransUnion,In progress,1,0,56,0
1256627,Credit reporting,Credit reporting company's investigation,Equifax,In progress,1,0,56,7
1256632,Consumer loan,Managing the loan or lease,Santander Consumer USA,Closed with explanation,1,0,56,6
1256633,Bank account or service,"Account opening, closing, or management",Bank of America,Closed with monetary relief,1,0,56,6
1256635,Bank account or service,"Account opening, closing, or management",Bank of America,Closed with explanation,1,0,56,1
1256638,Debt collection,Cont'd attempts collect debt not owed,"Machol & Johannes, LLC",Closed with explanation,1,0,56,0
1256639,Mortgage,"Loan modification,collection,foreclosure",Ocwen,In progress,1,0,56,6
1256641,Debt collection,False statements or representation,"Autovest, L.L.C.",Closed with explanation,1,0,56,0
1256647,Mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,Closed with explanation,1,0,56,6
1256648,Consumer loan,Problems when you are unable to pay,TMX Finance LLC,Closed with explanation,1,0,56,6
1256654,Bank account or service,"Account opening, closing, or management",EverBank,Closed with explanation,1,0,56,6
1256655,Credit card,Other,Citibank,Closed with explanation,1,0,56,1
1256658,Debt collection,Communication tactics,"Optio Solutions, LLC",Closed with explanation,1,0,56,1
1256663,Mortgage,"Loan modification,collection,foreclosure",Bank of America,Closed,1,0,56,6
1256668,Mortgage,"Loan servicing, payments, escrow account",Wells Fargo,Closed with explanation,1,0,56,0
1256670,Debt collection,Cont'd attempts collect debt not owed,"Coast Professional, Inc.",Closed with explanation,1,0,56,0
1256674,Debt collection,Improper contact or sharing of info,Navient,Closed with explanation,1,0,56,0
1256676,Debt collection,Disclosure verification of debt,"CU Recovery, Inc.",Closed with explanation,1,1,56,0
1256677,Mortgage,Other,Nationstar Mortgage,Closed with explanation,1,0,56,6
1256693,Debt collection,Cont'd attempts collect debt not owed,Encore Capital Group,Closed with explanation,1,0,56,0
1256695,Other financial service,Customer service/Customer relations,"Green Tree Servicing, LLC",In progress,1,0,56,7
1256697,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,56,0
1256698,Credit reporting,Incorrect information on credit report,Experian,Closed with explanation,1,0,56,0
1256699,Debt collection,Cont'd attempts collect debt not owed,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,0,56,0
1256701,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,56,0
1256703,Debt collection,False statements or representation,"Secure Capital Management, Inc.",Closed with explanation,1,1,56,0
1256705,Debt collection,Cont'd attempts collect debt not owed,"First National Collection Bureau, Inc.",Closed with explanation,1,0,56,0
1256710,Debt collection,Improper contact or sharing of info,Global Credit & Collection Corporation,Closed with explanation,1,0,56,7
1256712,Mortgage,Other,Mortgage Investors Corporation,Closed with explanation,1,0,56,7
1256715,Mortgage,"Loan modification,collection,foreclosure",Bank of America,Closed,1,0,56,6
1256718,Mortgage,"Loan servicing, payments, escrow account",Arbor Residential Mortgage LLC,In progress,1,0,56,0
1256721,Debt collection,Cont'd attempts collect debt not owed,Old National Bank,Closed with explanation,1,0,56,0
1256722,Bank account or service,Deposits and withdrawals,U.S. Bancorp,Closed with explanation,1,0,56,1
1256735,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,56,0
1256738,Debt collection,Cont'd attempts collect debt not owed,Navient,Closed with explanation,1,0,56,0
1256741,Consumer loan,Managing the loan or lease,Ally Financial Inc.,In progress,1,0,56,7
1256742,Bank account or service,"Account opening, closing, or management",JPMorgan Chase,Closed with explanation,1,0,56,1
1256745,Bank account or service,"Account opening, closing, or management",SunTrust Bank,In progress,1,0,56,6
1256746,Debt collection,Communication tactics,"Linebarger Goggan Blair & Sampson, LLP",Closed with explanation,1,0,56,14
1256747,Other financial service,Fraud or scam,Bank of America,Closed with explanation,1,0,56,6
1256748,Payday loan,Received a loan I didn't apply for,"Check into Cash, Inc.",Closed with monetary relief,1,0,56,0
1256752,Credit card,Late fee,TD Bank,Closed with monetary relief,1,0,56,1
1256754,Bank account or service,"Account opening, closing, or management",RBS Citizens,In progress,1,0,56,6
1256758,Mortgage,"Loan servicing, payments, escrow account",Wells Fargo,Closed with explanation,1,0,56,1
1256763,Bank account or service,Using a debit or ATM card,Wells Fargo,Closed with explanation,1,0,56,6
1256765,Mortgage,"Loan modification,collection,foreclosure",M&T Bank,In progress,1,0,56,0
1256778,Mortgage,"Loan servicing, payments, escrow account",Citibank,Closed with explanation,1,1,56,0
1256779,Bank account or service,Deposits and withdrawals,Bank of America,Closed with explanation,1,0,56,1
1256780,Debt collection,Disclosure verification of debt,"Linebarger Goggan Blair & Sampson, LLP",Closed with explanation,1,0,56,0
1256783,Debt collection,Communication tactics,Encore Capital Group,Closed with non-monetary relief,1,0,56,0
1256786,Mortgage,"Loan servicing, payments, escrow account",PHH Mortgage,In progress,1,0,56,0
1256787,Mortgage,"Loan modification,collection,foreclosure",U.S. Bancorp,Closed with explanation,1,0,56,0
1256796,Bank account or service,Deposits and withdrawals,U.S. Bancorp,Closed with explanation,1,0,56,5
1256803,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,In progress,1,0,56,6
1256807,Mortgage,"Loan modification,collection,foreclosure",Citibank,In progress,1,0,56,6
1256808,Mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,Closed with explanation,1,0,56,6
1256812,Debt collection,Disclosure verification of debt,"MRS BPO, L.L.C.",Closed with explanation,1,0,56,0
1256814,Mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,Closed with explanation,1,0,56,0
1256817,Mortgage,"Loan servicing, payments, escrow account",Ocwen,Closed with explanation,1,1,56,0
1256820,Debt collection,False statements or representation,"Advance America, Cash Advance Centers, Inc.",Closed with explanation,1,0,56,0
1256821,Bank account or service,Deposits and withdrawals,Bank of America,Closed with explanation,1,0,56,6
1256822,Bank account or service,Deposits and withdrawals,U.S. Bancorp,Closed with monetary relief,1,0,56,1
1256823,Credit reporting,Incorrect information on credit report,Experian,Closed with explanation,1,1,56,0
1256828,Bank account or service,"Account opening, closing, or management",Wells Fargo,Closed with explanation,1,0,56,7
1256830,Money transfers,Other transaction issues,Western Union,Closed with explanation,1,0,56,0
1256831,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,56,9
1256833,Mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,Closed with explanation,1,1,56,6
1256836,Debt collection,False statements or representation,Transworld Systems Inc.,Closed with explanation,1,0,56,0
1256838,Credit reporting,Incorrect information on credit report,Encore Capital Group,Closed with explanation,1,0,56,9
1256840,Debt collection,Improper contact or sharing of info,"First Step Group, LLC",Closed,1,0,56,14
1256841,Debt collection,Disclosure verification of debt,Medical Business Bureau,Closed with explanation,1,1,56,0
1256846,Credit reporting,Credit reporting company's investigation,Equifax,Closed with explanation,1,0,56,0
1256847,Debt collection,False statements or representation,"Premium Asset Services, LLC",In progress,1,0,56,0
1256852,Mortgage,"Loan modification,collection,foreclosure",HSBC,Closed with explanation,1,0,56,0
1256853,Bank account or service,Deposits and withdrawals,Wells Fargo,Closed with monetary relief,1,0,56,1
1256854,Bank account or service,Deposits and withdrawals,Capital One,In progress,1,0,56,1
1256856,Mortgage,"Application, originator, mortgage broker",USAA Savings,Closed with explanation,1,1,56,0
1256860,Debt collection,Communication tactics,"Diversified Consultants, Inc.",Closed with explanation,1,0,56,14
1256865,Credit reporting,Incorrect information on credit report,TransUnion,In progress,1,0,56,0
1256868,Mortgage,"Loan servicing, payments, escrow account",Bank of Hawaii,Closed with explanation,1,1,56,6
1256871,Debt collection,Cont'd attempts collect debt not owed,Citibank,Closed with explanation,1,0,56,1
1256877,Mortgage,"Loan modification,collection,foreclosure",Specialized Loan Servicing LLC,Closed with explanation,1,0,56,6
1256881,Mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,Closed with explanation,1,0,56,6
1256886,Mortgage,"Application, originator, mortgage broker","First Direct Lending, LLC",In progress,1,0,56,0
1256887,Consumer loan,Problems when you are unable to pay,"Westlake Services, LLC",Closed with explanation,1,0,56,6
1256894,Mortgage,"Loan servicing, payments, escrow account",Flagstar Bank,In progress,1,0,56,0
1256899,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,56,0
1256901,Consumer loan,Managing the loan or lease,"Scott Fetzer Financial Group, Inc.",Closed with monetary relief,1,0,56,7
1256902,Student loan,Dealing with my lender or servicer,AES/PHEAA,Closed with explanation,1,0,56,0
1256906,Debt collection,False statements or representation,"United Recovery Group, LLC",Closed with explanation,1,0,56,0
1256908,Credit card,Billing disputes,Amex,Closed with explanation,1,1,56,0
1256912,Money transfers,Other transaction issues,MoneyGram,In progress,1,0,56,6
1256914,Debt collection,Cont'd attempts collect debt not owed,Concord Resolution Inc,In progress,1,0,56,7
1256915,Credit card,Customer service / Customer relations,GE Capital Retail,Closed with explanation,1,0,56,6
1256917,Mortgage,Credit decision / Underwriting,NVR Inc,Closed with explanation,1,0,56,6
1256919,Debt collection,Cont'd attempts collect debt not owed,Rash Curtis and Associates,Closed with explanation,1,0,56,0
1256921,Debt collection,Cont'd attempts collect debt not owed,"R.M. Galicia, Inc.",Closed with explanation,1,0,56,0
1256926,Credit card,Closing/Cancelling account,Discover,Closed with explanation,1,0,56,0
1256927,Mortgage,"Loan modification,collection,foreclosure","Servis One, Inc.",Closed with explanation,1,0,56,6
1256936,Debt collection,Cont'd attempts collect debt not owed,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,0,56,9
1256944,Debt collection,Communication tactics,"Capio Partners, LLC",Closed with non-monetary relief,1,0,56,0
1256948,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,56,0
1256949,Student loan,Can't repay my loan,Student Loan Finance Corporation,Closed with explanation,1,0,56,7
1256950,Credit reporting,Incorrect information on credit report,"Applied Business Services, Inc.",Closed with explanation,1,0,56,6
1256951,Consumer loan,Problems when you are unable to pay,World Acceptance Corporation,Closed with explanation,1,0,56,9
1256967,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,1,56,0
1256975,Credit card,Closing/Cancelling account,Discover,Closed with explanation,1,0,56,0
1256979,Credit card,Billing disputes,Citibank,Closed with monetary relief,1,0,56,6
1256983,Debt collection,Communication tactics,"Enova International, Inc.",Closed with explanation,1,0,56,6
1256986,Debt collection,Disclosure verification of debt,"Pinnacle Credit Services, LLC",Closed with explanation,1,0,56,0
1256997,Bank account or service,"Account opening, closing, or management",Navy FCU,In progress,1,0,56,6
1256999,Debt collection,Communication tactics,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,1,0,56,0
1257006,Debt collection,Improper contact or sharing of info,Wells Fargo,Untimely response,0,0,56,6
1257008,Credit reporting,Credit monitoring or identity protection,Experian,Closed with monetary relief,1,0,56,7
1257011,Debt collection,Communication tactics,"Dynia & Associates, LLC",Closed with explanation,1,0,56,0
1257012,Debt collection,Communication tactics,Second Round Limited Partnership,Closed with explanation,1,0,56,0
1257014,Mortgage,Settlement process and costs,"Caliber Home Loans, Inc",Closed with explanation,1,0,56,0
1257017,Mortgage,"Loan servicing, payments, escrow account",Wells Fargo,In progress,1,0,56,6
1257024,Mortgage,"Loan modification,collection,foreclosure",Ocwen,Closed with explanation,1,0,56,0
1257026,Mortgage,"Loan servicing, payments, escrow account",Bank of America,In progress,1,0,56,6
1257027,Debt collection,Cont'd attempts collect debt not owed,"Pinnacle Credit Services, LLC",Closed with explanation,1,0,56,6
1257029,Bank account or service,"Account opening, closing, or management",Wells Fargo,Closed with explanation,1,0,56,1
1257030,Bank account or service,Problems caused by my funds being low,Bank of America,Closed with explanation,1,0,56,6
1257032,Mortgage,"Loan modification,collection,foreclosure",Specialized Loan Servicing LLC,Closed with explanation,1,0,56,0
1257033,Mortgage,"Loan modification,collection,foreclosure",Bank of America,In progress,1,0,56,6
1257034,Mortgage,"Loan modification,collection,foreclosure","Select Portfolio Servicing, Inc",Closed with explanation,1,0,56,7
1257035,Bank account or service,"Account opening, closing, or management",TD Bank,Closed with explanation,1,0,56,5
1257038,Debt collection,Taking/threatening an illegal action,JPMorgan Chase,Closed with explanation,1,0,56,7
1257042,Mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase,In progress,1,0,56,6
1257069,Debt collection,Cont'd attempts collect debt not owed,Penn Credit Corporation,Closed with explanation,1,0,56,0
1257073,Debt collection,Cont'd attempts collect debt not owed,"National Principal Group, LLC",Closed with explanation,1,0,56,6
1257087,Debt collection,Cont'd attempts collect debt not owed,Transworld Systems Inc.,Closed with explanation,1,0,56,6
1257088,Mortgage,"Loan servicing, payments, escrow account",Ocwen,Closed with explanation,1,1,56,0
1257090,Mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase,In progress,1,0,56,6
1257096,Credit card,Bankruptcy,Citibank,Closed with explanation,1,1,56,0
1257097,Credit card,Bankruptcy,Bank of America,Closed with explanation,1,0,56,0
1257098,Credit card,Bankruptcy,Discover,Closed with explanation,1,0,56,1
1257100,Credit reporting,Incorrect information on credit report,TransUnion,In progress,1,0,56,6
1257101,Credit reporting,Credit reporting company's investigation,Experian,In progress,1,0,56,0
1257102,Mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,Closed with explanation,1,0,55,7
1257104,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,1,56,7
1257105,Credit card,Transaction issue,Bank of America,Closed with monetary relief,1,0,56,7
1257106,Mortgage,"Loan modification,collection,foreclosure",Citibank,Closed with explanation,1,1,56,0
1257108,Mortgage,"Loan servicing, payments, escrow account",U.S. Bancorp,Closed with non-monetary relief,1,1,56,0
1257110,Bank account or service,"Making/receiving payments, sending money",Wells Fargo,Closed with explanation,1,0,56,7
1257111,Debt collection,Disclosure verification of debt,"Action Collection Agencies, Inc.",Closed with explanation,1,0,56,6
1257116,Debt collection,Communication tactics,"Cavalry Investments, LLC",Closed with explanation,1,0,56,0
1257118,Debt collection,Cont'd attempts collect debt not owed,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,0,56,13
1257119,Mortgage,"Loan modification,collection,foreclosure",Selene Finance,Closed with explanation,1,1,56,0
1257123,Mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,In progress,1,0,56,6
1257126,Money transfers,Other transaction issues,PayPal,Closed with monetary relief,1,0,55,1
1257127,Mortgage,"Loan servicing, payments, escrow account",Bank of America,In progress,1,0,56,6
1257130,Debt collection,Communication tactics,Exeter Finance Corp,Closed with explanation,1,0,55,1
1257131,Debt collection,Improper contact or sharing of info,CNG Financial Corporation,Closed with explanation,1,0,56,7
1257133,Mortgage,"Loan servicing, payments, escrow account","Select Portfolio Servicing, Inc",Closed with non-monetary relief,1,0,56,0
1257135,Credit reporting,Unable to get credit report/credit score,Equifax,Closed with explanation,1,1,56,7
1257136,Consumer loan,Taking out the loan or lease,Santander Consumer USA,Closed with explanation,1,0,56,1
1257138,Mortgage,"Loan servicing, payments, escrow account",PHH Mortgage,In progress,1,0,56,6
1257142,Credit card,Billing disputes,Bank of America,Closed with explanation,1,0,56,5
1257143,Debt collection,False statements or representation,USAA Savings,Closed with explanation,1,1,56,0
1257144,Credit reporting,Incorrect information on credit report,Experian,In progress,1,0,56,6
1257145,Credit reporting,Incorrect information on credit report,Equifax,In progress,1,0,56,6
1257146,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,56,0
1257147,Mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase,In progress,1,0,56,6
1257149,Credit card,Billing disputes,Bank of America,Closed with explanation,1,0,56,5
1257151,Debt collection,Cont'd attempts collect debt not owed,Experian,Closed with non-monetary relief,1,0,56,9
1257153,Debt collection,Cont'd attempts collect debt not owed,TransUnion,Closed with explanation,1,1,56,9
1257156,Credit reporting,Incorrect information on credit report,Experian,Closed with non-monetary relief,1,0,56,0
1257161,Credit card,Other,Synovus Bank,Closed with monetary relief,1,0,56,0
1257162,Credit card,Delinquent account,Discover,Closed with explanation,1,1,56,0
1257163,Credit reporting,Incorrect information on credit report,Experian,In progress,1,0,56,6
1257165,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,56,0
1257166,Debt collection,Improper contact or sharing of info,Amscot Corporation,Closed with explanation,1,0,56,6
1257167,Mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,Closed with explanation,1,0,56,6
1257168,Bank account or service,"Making/receiving payments, sending money",Bank of America,Closed with explanation,1,0,56,6
1257172,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,In progress,1,0,56,6
1257176,Mortgage,"Loan modification,collection,foreclosure",PNC Bank,In progress,1,0,56,0
1257180,Other financial service,Lost or stolen money order,MoneyGram,Closed with explanation,1,0,56,6
1257187,Mortgage,"Loan modification,collection,foreclosure","Caliber Home Loans, Inc",Closed with explanation,1,0,56,0
1257189,Mortgage,"Loan modification,collection,foreclosure","PennyMac Loan Services, LLC",In progress,1,0,56,0
1257191,Bank account or service,"Account opening, closing, or management",Capital One,Closed with explanation,1,1,55,7
1257195,Debt collection,Cont'd attempts collect debt not owed,"Denovus Corporation, Ltd.",Closed with explanation,1,0,56,0
1257197,Mortgage,"Loan servicing, payments, escrow account","Green Tree Servicing, LLC",Closed with explanation,1,0,56,0
1257200,Debt collection,Cont'd attempts collect debt not owed,"Enhanced Recovery Company, LLC",Closed with explanation,1,0,55,13
1257203,Consumer loan,Taking out the loan or lease,TD Bank,Closed with explanation,1,1,56,0
1257204,Credit reporting,Incorrect information on credit report,Experian,Closed with non-monetary relief,1,0,56,7
1257205,Credit card,Customer service / Customer relations,JPMorgan Chase,Closed with explanation,1,0,56,5
1257206,Bank account or service,"Account opening, closing, or management",Ally Financial Inc.,In progress,1,0,56,0
1257207,Credit card,APR or interest rate,GE Capital Retail,Closed with monetary relief,1,0,56,6
1257211,Debt collection,Cont'd attempts collect debt not owed,"Equidata, Inc.",Untimely response,0,0,56,6
1257215,Debt collection,Cont'd attempts collect debt not owed,Resurgent Capital Services L.P.,In progress,1,0,55,1
1257216,Debt collection,Disclosure verification of debt,Ad Astra Recovery Services Inc,Closed with explanation,1,0,55,1
1257217,Consumer loan,Managing the loan or lease,"CashCall, Inc.",Closed with explanation,1,0,55,1
1257219,Bank account or service,"Account opening, closing, or management",Capital One,Closed with explanation,1,0,55,1
1257221,Mortgage,"Loan servicing, payments, escrow account",Citibank,In progress,1,0,56,6
1257224,Credit reporting,Credit reporting company's investigation,Experian,Closed with explanation,1,1,56,6
1257226,Debt collection,Cont'd attempts collect debt not owed,"FAIR COLLECTIONS & OUTSOURCING, INC.",Closed with explanation,1,0,55,1
1257227,Mortgage,"Loan modification,collection,foreclosure",Citibank,In progress,1,0,56,7
1257228,Mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,Closed with explanation,1,0,56,6
1257229,Mortgage,"Loan modification,collection,foreclosure",Bank of America,In progress,1,0,56,6
1257230,Credit reporting,Incorrect information on credit report,TransUnion,In progress,1,0,56,0
1257237,Consumer loan,Problems when you are unable to pay,Citibank,Closed with explanation,1,0,56,6
1257241,Debt collection,Improper contact or sharing of info,"Retrieval-Masters Creditors Bureau, Inc.",Closed,1,0,56,13
1257243,Debt collection,Cont'd attempts collect debt not owed,"Pinnacle Recovery, Inc.",Closed with explanation,1,0,56,15
1257245,Mortgage,"Loan modification,collection,foreclosure",Bank of America,In progress,1,0,56,6
1257246,Bank account or service,"Account opening, closing, or management",Bank of America,Closed with explanation,1,0,56,0
1257247,Bank account or service,"Account opening, closing, or management",Wells Fargo,Closed with explanation,1,0,56,0
1257251,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,0,56,6
1257253,Debt collection,Cont'd attempts collect debt not owed,"Green & Sons Agency, Inc.",Untimely response,0,0,56,6
1257254,Bank account or service,Deposits and withdrawals,Comerica,Closed with explanation,1,0,56,0
1257255,Debt collection,Cont'd attempts collect debt not owed,"Convergent Resources, Inc.",Closed with explanation,1,0,55,1
1257262,Debt collection,Communication tactics,Citibank,Closed with explanation,1,0,56,0
1257264,Debt collection,Improper contact or sharing of info,"National Credit Adjusters, LLC",Closed with explanation,1,0,56,0
1257265,Mortgage,"Loan servicing, payments, escrow account","Select Portfolio Servicing, Inc",Closed with explanation,1,0,56,6
1257266,Credit reporting,Incorrect information on credit report,Experian,Closed with explanation,1,1,56,0
1257267,Credit reporting,Incorrect information on credit report,Equifax,In progress,1,0,56,0
1257268,Debt collection,Cont'd attempts collect debt not owed,Encore Capital Group,Closed with explanation,1,1,56,0
1257269,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,In progress,1,0,56,0
1257270,Credit reporting,Incorrect information on credit report,Experian,In progress,1,0,56,6
1257272,Debt collection,Cont'd attempts collect debt not owed,"EOS Holdings, Inc.",Closed with explanation,1,0,56,6
1257274,Bank account or service,Deposits and withdrawals,RBS Citizens,Closed with explanation,1,0,55,7
1257277,Mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,In progress,1,0,56,0
1257280,Credit card,APR or interest rate,JPMorgan Chase,Closed with explanation,1,0,56,6
1257286,Mortgage,"Loan servicing, payments, escrow account",Ocwen,Closed with explanation,1,0,56,0
1257290,Debt collection,Disclosure verification of debt,Transworld Systems Inc.,In progress,1,0,56,21
1257291,Consumer loan,Taking out the loan or lease,"CashCall, Inc.",Closed with explanation,1,0,56,1
1257297,Credit card,Billing disputes,GE Capital Retail,Closed with monetary relief,1,0,56,6
1257299,Debt collection,Cont'd attempts collect debt not owed,"RentDebt Automated Collections, LLC",Closed with explanation,1,0,55,10
1257306,Credit card,Closing/Cancelling account,Capital One,Closed with monetary relief,1,0,56,0
1257307,Mortgage,"Loan servicing, payments, escrow account",Wells Fargo,In progress,1,0,56,1
1257310,Mortgage,"Loan servicing, payments, escrow account",Wells Fargo,Closed with explanation,1,1,56,0
1257312,Debt collection,Disclosure verification of debt,"Professional Finance Company, Inc.",Closed with explanation,1,1,56,0
1257316,Mortgage,"Loan modification,collection,foreclosure",Genworth Financial,Untimely response,0,0,56,6
1257317,Mortgage,"Loan modification,collection,foreclosure",Bank of America,In progress,1,0,56,6
1257318,Mortgage,"Loan modification,collection,foreclosure",Ocwen,Closed with explanation,1,0,56,6
1257320,Debt collection,Taking/threatening an illegal action,"First National Collection Bureau, Inc.",Closed with explanation,1,1,56,0
1257321,Debt collection,Cont'd attempts collect debt not owed,Collection Bureau of America Ltd.,Closed with explanation,1,0,56,6
1257325,Mortgage,"Loan servicing, payments, escrow account",Rushmore Loan Management Services LLC,Closed with explanation,1,0,56,0
1257327,Mortgage,"Loan servicing, payments, escrow account",Citibank,Closed with explanation,1,1,56,0
1257328,Debt collection,Improper contact or sharing of info,"Delray Capital, LLC",Closed,1,0,56,0
1257332,Debt collection,Disclosure verification of debt,Encore Capital Group,Closed with non-monetary relief,1,0,56,0
1257333,Debt collection,Disclosure verification of debt,Resurgent Capital Services L.P.,In progress,1,0,56,0
1257335,Debt collection,Disclosure verification of debt,Encore Capital Group,In progress,1,0,56,0
1257336,Debt collection,Disclosure verification of debt,GE Capital Retail,Closed with explanation,1,0,56,6
1257339,Mortgage,"Loan servicing, payments, escrow account",Ocwen,Closed with explanation,1,0,56,6
1257341,Credit card,Closing/Cancelling account,Citibank,Closed with non-monetary relief,1,0,56,5
1257342,Credit card,Application processing delay,GE Capital Retail,Closed with explanation,1,0,56,5
1257344,Credit reporting,Credit reporting company's investigation,TransUnion,Closed with explanation,1,0,55,1
1257353,Debt collection,Cont'd attempts collect debt not owed,"Malcolm S. Gerald and Associates, Inc.",Closed with non-monetary relief,1,0,56,0
1257357,Bank account or service,Deposits and withdrawals,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,1,1,56,14
1257358,Consumer loan,Shopping for a loan or lease,"American Credit Acceptance, LLC",In progress,1,0,56,6
1257359,Mortgage,"Loan servicing, payments, escrow account",Seterus,Closed with explanation,1,0,56,0
1257363,Mortgage,"Application, originator, mortgage broker","Green Tree Servicing, LLC",Closed with explanation,1,0,56,0
1257365,Mortgage,"Loan servicing, payments, escrow account",Carrington Mortgage,Closed with explanation,1,0,56,0
1257367,Credit reporting,Unable to get credit report/credit score,Experian,Closed with explanation,1,1,56,0
1257368,Credit reporting,Unable to get credit report/credit score,TransUnion,Closed with explanation,1,0,56,0
1257373,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,56,6
1257374,Payday loan,Charged fees or interest I didn't expect,CNG Financial Corporation,In progress,1,0,55,7
1257376,Credit reporting,Incorrect information on credit report,Experian,Closed with explanation,1,1,56,0
1257380,Bank account or service,Deposits and withdrawals,PNC Bank,Closed with explanation,1,0,56,1
1257382,Credit reporting,Incorrect information on credit report,Experian,Closed with non-monetary relief,1,0,56,0
1257383,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,56,0
1257384,Credit card,Customer service / Customer relations,GE Capital Retail,Closed with explanation,1,1,56,0
1257386,Debt collection,Cont'd attempts collect debt not owed,"MSW Capital, LLC",Closed with explanation,1,0,56,0
1257387,Student loan,Can't repay my loan,Discover,Closed with explanation,1,1,56,0
1257394,Credit reporting,Incorrect information on credit report,Experian,In progress,1,0,56,6
1257395,Debt collection,Disclosure verification of debt,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,0,56,0
1257399,Debt collection,False statements or representation,"Adler Wallach & Associates, Inc.",Closed with non-monetary relief,1,0,56,0
1257400,Mortgage,"Loan modification,collection,foreclosure",Ocwen,Closed with explanation,1,1,56,7
1257685,Consumer loan,Charged fees or interest I didn't expect,TMX Finance LLC,Closed with explanation,1,0,56,6
1257686,Consumer loan,Payment to acct not credited,TMX Finance LLC,Closed with explanation,1,0,56,6
1257687,Mortgage,Credit decision / Underwriting,Wells Fargo,Closed with explanation,1,0,56,0
1257689,Debt collection,Cont'd attempts collect debt not owed,"Escallate, LLC",Closed with explanation,1,0,56,0
1257690,Mortgage,Settlement process and costs,"Green Tree Servicing, LLC",In progress,1,0,56,1
1257702,Mortgage,"Loan servicing, payments, escrow account",Bank of America,In progress,1,0,56,6
1257706,Bank account or service,"Account opening, closing, or management",Wells Fargo,Closed with non-monetary relief,1,0,57,1
1257707,Credit reporting,Credit monitoring or identity protection,Experian,Closed with non-monetary relief,1,1,57,0
1257712,Mortgage,"Loan servicing, payments, escrow account",Round Point Mortgage,Closed with explanation,1,0,57,3
1257714,Bank account or service,"Making/receiving payments, sending money",JPMorgan Chase,Closed with explanation,1,0,57,0
1257715,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,1,56,7
1257720,Mortgage,Credit decision / Underwriting,Freedom Mortgage,Closed with explanation,1,1,56,1
1257721,Debt collection,Cont'd attempts collect debt not owed,Capital One,In progress,1,0,56,6
1257724,Debt collection,Improper contact or sharing of info,IBERIABANK,Closed with explanation,1,0,57,0
1257725,Credit reporting,Credit reporting company's investigation,TransUnion,Closed with non-monetary relief,1,1,57,0
1257727,Money transfers,Other transaction issues,Santander Bank US,Closed with explanation,1,0,57,0
1257731,Credit reporting,Credit reporting company's investigation,TransUnion,Closed with explanation,1,1,56,1
1257734,Bank account or service,Problems caused by my funds being low,Bank of America,Closed with monetary relief,1,0,57,0
1257735,Credit reporting,Unable to get credit report/credit score,TransUnion,Closed with explanation,1,0,56,1
1257736,Debt collection,Cont'd attempts collect debt not owed,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,1,57,0
1257740,Debt collection,False statements or representation,"Enerson Law, LLC.",Closed with explanation,1,1,55,1
