Complaint ID,Product,Issue,Company,Company response,Timely response?,Consumer disputed?,Day received,Response time
1237123,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,42,1
1237124,Debt collection,Communication tactics,Citibank,Closed with monetary relief,1,0,43,0
1237126,Debt collection,Cont'd attempts collect debt not owed,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,1,1,43,0
1237128,Mortgage,"Loan modification,collection,foreclosure",Ocwen,Closed with explanation,1,0,41,2
1237129,Credit card,Advertising and marketing,JPMorgan Chase,Closed with explanation,1,0,42,7
1237130,Debt collection,Taking/threatening an illegal action,Integrated Recovery Services,Closed with explanation,0,0,42,0
1237131,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,42,0
1237132,Credit reporting,Credit reporting company's investigation,Equifax,Closed with explanation,1,0,42,0
1237133,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,42,0
1237137,Mortgage,"Loan servicing, payments, escrow account",Stearns Lending,Closed with explanation,1,1,42,0
1237140,Credit reporting,Credit reporting company's investigation,Equifax,Closed with non-monetary relief,1,0,42,0
1237142,Consumer loan,Shopping for a loan or lease,Wells Fargo,Closed with explanation,1,0,42,0
1237144,Debt collection,Cont'd attempts collect debt not owed,Wells Fargo,Closed with explanation,1,0,42,0
1237145,Credit card,Credit determination,Citibank,Closed with explanation,1,0,43,12
1237146,Mortgage,"Loan servicing, payments, escrow account","Green Tree Servicing, LLC",Closed with explanation,1,0,42,1
1237147,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,42,0
1237148,Credit reporting,Credit monitoring or identity protection,Equifax,Closed with non-monetary relief,1,0,42,0
1237149,Mortgage,"Loan servicing, payments, escrow account",Specialized Loan Servicing LLC,Closed with explanation,1,0,43,0
1237151,Mortgage,"Loan servicing, payments, escrow account",Pentagon FCU,Closed with non-monetary relief,1,0,42,0
1237152,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,42,0
1237154,Student loan,Dealing with my lender or servicer,Wells Fargo,Closed with monetary relief,1,0,42,0
1237155,Consumer loan,Managing the loan or lease,Wells Fargo,Closed with monetary relief,1,0,42,0
1237158,Bank account or service,"Account opening, closing, or management",Wells Fargo,Closed with explanation,1,0,42,0
1237160,Debt collection,Taking/threatening an illegal action,Wells Fargo,Closed with explanation,1,0,42,0
1237162,Credit card,Other,Bank of America,Closed with non-monetary relief,1,0,43,7
1237163,Bank account or service,Using a debit or ATM card,Wells Fargo,Closed with explanation,1,0,43,1
1237166,Bank account or service,Using a debit or ATM card,BBVA Compass,Closed with explanation,1,0,43,7
1237168,Bank account or service,"Making/receiving payments, sending money",Bank of America,Closed with monetary relief,1,0,43,0
1237169,Debt collection,Taking/threatening an illegal action,Wells Fargo,Closed with non-monetary relief,1,0,42,0
1237170,Prepaid card,Fraud or scam,U.S. Bancorp,Closed with explanation,1,0,43,7
1237172,Credit card,Credit determination,JPMorgan Chase,Closed with explanation,1,1,42,7
1237173,Mortgage,"Loan modification,collection,foreclosure",Ocwen,In progress,1,0,42,7
1237185,Credit card,APR or interest rate,JPMorgan Chase,Closed with explanation,1,0,42,7
1237188,Credit card,Billing statement,Bank of the West,Closed with explanation,1,0,42,7
1237189,Credit card,Billing statement,Bank of America,Closed with non-monetary relief,1,0,43,7
1237190,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,0,42,8
1237193,Credit card,Other,Capital One,Closed with explanation,1,0,42,7
1237194,Credit card,Closing/Cancelling account,Wells Fargo,Closed with explanation,1,0,42,7
1237195,Mortgage,"Loan modification,collection,foreclosure",Bank of America,Closed with explanation,1,0,42,8
1237196,Bank account or service,Deposits and withdrawals,Bank of America,Closed with monetary relief,1,0,42,7
1237197,Mortgage,"Loan modification,collection,foreclosure",PNC Bank,In progress,1,0,42,8
1237198,Bank account or service,"Account opening, closing, or management",Citibank,Closed with explanation,1,1,42,7
1237199,Bank account or service,Deposits and withdrawals,Citibank,Closed with monetary relief,1,0,42,7
1237201,Mortgage,"Loan servicing, payments, escrow account",JPMorgan Chase,Closed with explanation,1,1,42,8
1237202,Mortgage,"Loan modification,collection,foreclosure",Ocwen,Closed with explanation,1,0,42,8
1237203,Mortgage,"Loan modification,collection,foreclosure","Green Tree Servicing, LLC",Closed with explanation,1,0,42,8
1237204,Mortgage,"Loan modification,collection,foreclosure","Select Portfolio Servicing, Inc",Closed with explanation,1,0,42,8
1237205,Mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,Closed with explanation,1,0,42,8
1237206,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,0,42,8
1237207,Mortgage,"Loan servicing, payments, escrow account","Select Portfolio Servicing, Inc",Closed with explanation,1,1,42,8
1237209,Bank account or service,"Account opening, closing, or management",Wells Fargo,Closed with explanation,1,0,43,6
1237212,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,0,42,12
1237221,Credit card,Closing/Cancelling account,GE Capital Retail,Closed with monetary relief,1,0,42,7
1237223,Bank account or service,Problems caused by my funds being low,SunTrust Bank,Closed with monetary relief,1,0,42,8
1237227,Mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,Closed with explanation,1,0,42,7
1237230,Credit reporting,Unable to get credit report/credit score,Equifax,Closed with non-monetary relief,1,0,42,1
1237234,Debt collection,Disclosure verification of debt,"Epn, Inc.",Closed,1,1,42,8
1237245,Debt collection,Communication tactics,"ATG Credit, LLC",Closed with explanation,1,1,42,1
1237250,Mortgage,"Loan servicing, payments, escrow account",Bank of America,Closed with explanation,1,0,42,1
1237253,Credit card,APR or interest rate,Bank of America,Closed with explanation,1,0,42,1
1237254,Consumer loan,Managing the loan or lease,Nissan Motor Acceptance Corporation,In progress,1,0,42,1
1237256,Credit reporting,Incorrect information on credit report,Equifax,Closed with non-monetary relief,1,0,42,1
1237258,Consumer loan,Managing the loan or lease,DriveTime,Closed with explanation,1,0,42,1
1237259,Debt collection,Communication tactics,"Monterey Financial Services, Inc.",Closed with explanation,1,0,42,7
1237264,Mortgage,"Loan modification,collection,foreclosure",Ocwen,In progress,1,0,42,1
1237268,Debt collection,Communication tactics,"I.C. System, Inc.",Closed with explanation,1,0,42,1
1237269,Debt collection,Communication tactics,PayPal,Closed with explanation,1,0,42,1
1237276,Credit card,Advertising and marketing,Wells Fargo,Closed with explanation,1,0,42,1
1237277,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,42,9
1237279,Debt collection,Disclosure verification of debt,Encore Capital Group,Closed with non-monetary relief,1,1,42,1
1237280,Mortgage,Settlement process and costs,Nations Lending Coporation,Closed with explanation,1,0,42,9
1237283,Mortgage,"Loan modification,collection,foreclosure",Seterus,Closed with explanation,1,0,42,1
1237284,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,In progress,1,0,42,1
1237286,Student loan,Dealing with my lender or servicer,Windham Professionals,Closed with non-monetary relief,1,0,42,29
1237287,Payday loan,Received a loan I didn't apply for,Speedy Cash Holdings,Closed,1,0,42,1
1237289,Debt collection,Cont'd attempts collect debt not owed,"Portfolio Recovery Associates, Inc.",Closed with explanation,1,0,42,1
1237290,Debt collection,Cont'd attempts collect debt not owed,GE Capital Retail,Closed with explanation,1,0,42,1
1237292,Mortgage,"Loan servicing, payments, escrow account","American Financial Resources, Inc.",Closed with explanation,1,0,42,1
1237293,Mortgage,"Loan modification,collection,foreclosure",U.S. Bancorp,Closed with explanation,1,0,42,1
1237294,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,42,1
1237295,Credit reporting,Credit monitoring or identity protection,TransUnion,Closed with explanation,1,1,42,9
1237300,Bank account or service,Using a debit or ATM card,Bank of America,Closed with explanation,1,1,42,1
1237301,Debt collection,Cont'd attempts collect debt not owed,"CCS Financial Services, Inc.",Closed with explanation,1,0,42,1
1237302,Debt collection,Cont'd attempts collect debt not owed,"Enova International, Inc.",Closed with explanation,1,0,42,8
1237303,Mortgage,"Application, originator, mortgage broker",Wells Fargo,Closed with explanation,1,0,42,1
1237304,Mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,Closed with explanation,1,0,42,1
1237305,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,42,1
1237308,Bank account or service,Deposits and withdrawals,Capital One,Closed with explanation,1,0,42,1
1237309,Credit reporting,Unable to get credit report/credit score,Equifax,Closed with explanation,1,1,42,1
1237310,Debt collection,Cont'd attempts collect debt not owed,"The CBE Group, Inc.",Closed with explanation,1,0,42,1
1237311,Mortgage,"Loan servicing, payments, escrow account","Green Tree Servicing, LLC",Closed with explanation,1,0,42,1
1237312,Mortgage,"Loan servicing, payments, escrow account",Guild Mortgage,In progress,1,0,42,1
1237316,Credit card,Billing disputes,JPMorgan Chase,Closed with monetary relief,1,0,42,1
1237317,Debt collection,Taking/threatening an illegal action,"Seattle Service Bureau, Inc",Closed with explanation,1,0,42,1
1237321,Debt collection,Disclosure verification of debt,United Student Aid (USA) Funds,In progress,1,0,42,8
1237322,Debt collection,False statements or representation,"Advanced Call Center Technologies, LLC",Closed with explanation,1,0,42,8
1237323,Debt collection,False statements or representation,GE Capital Retail,Closed with explanation,1,0,42,1
1237324,Credit card,Other,Discover,Closed with explanation,1,0,42,8
1237325,Bank account or service,Using a debit or ATM card,Bank of America,Closed with explanation,1,1,42,7
1237326,Consumer loan,Problems when you are unable to pay,JPMorgan Chase,Closed with explanation,1,1,42,1
1237329,Consumer loan,Problems when you are unable to pay,GE Capital Retail,Closed with monetary relief,1,0,42,8
1237330,Debt collection,Taking/threatening an illegal action,"Slovin & Associates Co., LPA",Closed with non-monetary relief,1,0,42,1
1237331,Debt collection,Taking/threatening an illegal action,Senex Services Corp.,Closed with explanation,1,0,42,1
1237332,Mortgage,"Loan servicing, payments, escrow account",Fifth Third Bank,Closed with explanation,1,1,42,1
1237333,Mortgage,"Loan servicing, payments, escrow account",Wells Fargo,Closed with explanation,1,0,42,1
1237334,Credit card,Credit card protection / Debt protection,GE Capital Retail,Closed with non-monetary relief,1,0,42,8
1237337,Mortgage,"Loan modification,collection,foreclosure",Citibank,Closed with explanation,1,1,42,1
1237338,Debt collection,Improper contact or sharing of info,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,1,1,42,1
1237339,Debt collection,Cont'd attempts collect debt not owed,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,1,42,1
1237340,Debt collection,Improper contact or sharing of info,"Southern Financial Systems, Inc.",Closed with explanation,1,0,42,1
1237342,Credit reporting,Incorrect information on credit report,Equifax,Closed with non-monetary relief,1,1,42,1
1237343,Student loan,Dealing with my lender or servicer,AES/PHEAA,Closed with explanation,1,0,42,1
1237344,Credit card,Balance transfer,PNC Bank,In progress,1,0,42,1
1237345,Mortgage,"Loan servicing, payments, escrow account",Ocwen,Closed with explanation,1,1,42,1
1237346,Debt collection,Cont'd attempts collect debt not owed,Absolute Resolutions Corp.,Closed,1,0,42,1
1237347,Debt collection,Cont'd attempts collect debt not owed,"Pressler & Pressler, LLP",Closed,1,0,42,1
1237348,Bank account or service,Problems caused by my funds being low,Bank of America,Closed with monetary relief,1,0,42,1
1237349,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,42,1
1237350,Debt collection,False statements or representation,"National Credit Adjusters, LLC",Closed with explanation,1,0,42,1
1237351,Debt collection,False statements or representation,"Enova International, Inc.",Closed with explanation,1,0,42,1
1237355,Credit reporting,Incorrect information on credit report,TransUnion,Closed with non-monetary relief,1,0,42,1
1237356,Consumer loan,Managing the loan or lease,Regional Management Corp.,Closed with explanation,1,1,42,8
1237357,Mortgage,Credit decision / Underwriting,PHH Mortgage,Closed with explanation,1,0,42,8
1237358,Debt collection,Cont'd attempts collect debt not owed,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,0,42,8
1237360,Credit card,Closing/Cancelling account,Discover,Closed with explanation,1,1,42,1
1237361,Mortgage,Settlement process and costs,Wells Fargo,Closed with explanation,1,1,42,1
1237362,Debt collection,Cont'd attempts collect debt not owed,"RSH & Associates, LLC",Closed with explanation,1,1,43,8
1237365,Credit card,Other fee,Barclays,Closed with monetary relief,1,0,42,1
1237367,Credit card,Identity theft / Fraud / Embezzlement,Capital One,In progress,1,0,43,0
1237368,Debt collection,False statements or representation,Grant Mercantile Agency,Closed with explanation,1,1,43,0
